"","timestamp","year","month","day","hour","event_number","avg_temp_degC","avg_pressure_hPa","avg_rel_humidity","ambient_humidity","final_humidity","ambient_CO2_kg","ambient_CO2_ppm","beta","duration_sec","change_in_CO2_kg","X1st_order_beta_0","X1st_order_beta_0_max","X1st_order_beta_0_min","X1st_order_r_sq","X2nd_order_beta_0","X2nd_order_beta_0_max","X2nd_order_beta_0_min","X2nd_order_beta_1","X2nd_order_beta_1_max","X2nd_order_beta_1_min","X2nd_order_r_sq","flux_umol_m2_sec","flux_max_umol_m2_sec","flux_min_umol_m2_sec","qaqc_flags","datafile","chamber_volume_cm3","chamber_area_cm2","treatment","block","location","replicate","BOTID","timestamp.b","regr","R2","abs_uncertainty","rel_uncertainty","day_night_ID"
"255","2019-09-03T22:55:21+00:00",2019,9,3,23,642,17.2,825.5,36.9,36.9,37,6.66e-07,181,2.1e-08,278,5.83e-06,1.34e-08,1.39e-08,1.3e-08,0.856,2.099e-08,2.11e-08,2.09e-08,-3.61e-11,8.73e-11,-1.6e-10,0.991,32.775,32.968,32.582,0,"data/avgP/NMWC_OS1.csv",2758,145.5,"MWC","Northern","Open Soil",1,"MWC   Open Soil   1",2019-09-03 23:00:00,"Q",0.991,0.193000000000001,0.00588863463005344,NA
"256","2019-09-03T23:55:21+00:00",2019,9,4,0,643,17.4,825.1,38.2,38.1,38.3,7.13e-07,193,1.85e-08,278,5.14e-06,1.22e-08,1.26e-08,1.17e-08,0.88,1.851e-08,1.87e-08,1.83e-08,-3.04e-11,1.28e-10,-1.89e-10,0.983,28.903,29.15,28.655,0,"data/avgP/NMWC_OS1.csv",2758,145.5,"MWC","Northern","Open Soil",1,"MWC   Open Soil   1",2019-09-04 00:00:00,"Q",0.983,0.247499999999999,0.0085631249351278,"night"
"257","2019-09-04T00:55:21+00:00",2019,9,4,1,644,16.2,825.5,39.2,39.1,39.3,7.76e-07,179,1.73e-08,278,4.81e-06,1.28e-08,1.31e-08,1.25e-08,0.95,1.73e-08,1.74e-08,1.72e-08,-2.18e-11,8.39e-11,-1.27e-10,0.994,27.017,27.182,26.852,0,"data/avgP/NMWC_OS1.csv",2758,145.5,"MWC","Northern","Open Soil",1,"MWC   Open Soil   1",2019-09-04 01:00:00,"Q",0.994,0.164999999999999,0.00610726579561014,"night"
"258","2019-09-04T01:55:21+00:00",2019,9,4,2,645,15.3,825.9,40.3,40.2,40.4,9.03e-07,199,1.82e-08,278,5.07e-06,1.24e-08,1.28e-08,1.19e-08,0.877,1.824e-08,1.84e-08,1.8e-08,-2.82e-11,1.71e-10,-2.28e-10,0.972,28.493,28.805,28.181,0,"data/avgP/NMWC_OS1.csv",2758,145.5,"MWC","Northern","Open Soil",1,"MWC   Open Soil   1",2019-09-04 02:00:00,"Q",0.972,0.311999999999999,0.0109500579089601,"night"
"259","2019-09-04T02:55:21+00:00",2019,9,4,3,646,14.8,824.2,41.5,41.4,41.5,8.4e-07,195,1.57e-08,278,4.37e-06,1.1e-08,1.13e-08,1.07e-08,0.929,1.572e-08,1.58e-08,1.57e-08,-2.28e-11,3.75e-11,-8.31e-11,0.997,24.552,24.646,24.457,0,"data/avgP/NMWC_OS1.csv",2758,145.5,"MWC","Northern","Open Soil",1,"MWC   Open Soil   1",2019-09-04 03:00:00,"Q",0.997,0.0945,0.00384897360703812,"night"
"260","2019-09-04T03:55:21+00:00",2019,9,4,4,647,14.5,824.4,42.6,42.5,42.7,9.27e-07,221,1.45e-08,278,4.04e-06,1.1e-08,1.13e-08,1.07e-08,0.953,1.451e-08,1.47e-08,1.44e-08,-1.68e-11,1.19e-10,-1.52e-10,0.987,22.667,22.879,22.456,0,"data/avgP/NMWC_OS1.csv",2758,145.5,"MWC","Northern","Open Soil",1,"MWC   Open Soil   1",2019-09-04 04:00:00,"Q",0.987,0.211500000000001,0.00933074513610098,"night"
"261","2019-09-04T04:55:21+00:00",2019,9,4,5,648,14.7,820.9,43.8,43.7,43.8,9.28e-07,213,1.41e-08,278,3.92e-06,9.1e-09,9.41e-09,8.78e-09,0.884,1.41e-08,1.42e-08,1.4e-08,-2.4e-11,3.15e-11,-7.94e-11,0.996,22.021,22.108,21.935,0,"data/avgP/NMWC_OS1.csv",2758,145.5,"MWC","Northern","Open Soil",1,"MWC   Open Soil   1",2019-09-04 05:00:00,"Q",0.996,0.0865000000000009,0.00392806866173202,NA
"262","2019-09-04T05:55:21+00:00",2019,9,4,6,649,14.1,821.6,44.7,44.6,44.7,9.2e-07,214,1.1e-08,278,3.05e-06,9.12e-09,9.25e-09,8.99e-09,0.984,1.096e-08,1.1e-08,1.09e-08,-8.8e-12,4.82e-11,-6.58e-11,0.997,17.115,17.204,17.026,0,"data/avgP/NMWC_OS1.csv",2758,145.5,"MWC","Northern","Open Soil",1,"MWC   Open Soil   1",2019-09-04 06:00:00,"Q",0.997,0.0890000000000004,0.0052001168565586,NA
"263","2019-09-04T06:55:21+00:00",2019,9,4,7,650,13.7,822.2,45.4,45.3,45.4,8.7e-07,207,1.02e-08,278,2.83e-06,7.06e-09,7.27e-09,6.85e-09,0.91,1.017e-08,1.03e-08,1.01e-08,-1.49e-11,6.57e-11,-9.54e-11,0.987,15.882,16.008,15.757,0,"data/avgP/NMWC_OS1.csv",2758,145.5,"MWC","Northern","Open Soil",1,"MWC   Open Soil   1",2019-09-04 07:00:00,"Q",0.987,0.1255,0.00790202745246189,NA
"264","2019-09-04T07:55:21+00:00",2019,9,4,8,651,19.4,823.2,46.3,46.2,46.3,7.73e-07,190,4.99e-09,278,1.39e-06,4.99e-09,5.04e-09,4.93e-09,0.993,4.465e-09,4.51e-09,4.42e-09,2.5e-12,4.34e-11,-3.84e-11,0.996,7.787,7.868,7.706,0,"data/avgP/NMWC_OS1.csv",2758,145.5,"MWC","Northern","Open Soil",1,"MWC   Open Soil   1",2019-09-04 08:00:00,"L",0.993,0.081,0.0104019519712341,NA
"265","2019-09-04T08:55:21+00:00",2019,9,4,9,652,24.9,823.5,45.6,45.6,45.5,7.45e-07,184,1.26e-08,278,3.5e-06,8.49e-09,8.83e-09,8.14e-09,0.874,1.258e-08,1.28e-08,1.24e-08,-1.96e-11,2.14e-10,-2.54e-10,0.942,19.654,20.019,19.289,0,"data/avgP/NMWC_OS1.csv",2758,145.5,"MWC","Northern","Open Soil",1,"MWC   Open Soil   1",2019-09-04 09:00:00,"Q",0.942,0.364999999999998,0.0185712831993487,"day"
"266","2019-09-04T09:55:21+00:00",2019,9,4,10,653,29.6,821,43.1,43.3,43,6.44e-07,168,1.43e-08,278,3.98e-06,1.09e-08,1.11e-08,1.06e-08,0.959,1.431e-08,1.44e-08,1.42e-08,-1.64e-11,1.11e-10,-1.44e-10,0.989,22.345,22.544,22.146,0,"data/avgP/NMWC_OS1.csv",2758,145.5,"MWC","Northern","Open Soil",1,"MWC   Open Soil   1",2019-09-04 10:00:00,"Q",0.989,0.199,0.00890579547997314,"day"
"267","2019-09-04T11:55:21+00:00",2019,9,4,12,654,34.6,817.4,35.5,35.6,35.4,5.23e-07,158,6.28e-09,278,1.74e-06,3.02e-09,3.26e-09,2.78e-09,-0.741,6.276e-09,6.4e-09,6.15e-09,-1.56e-11,1.11e-10,-1.42e-10,0.51,9.801,9.998,9.604,0,"data/avgP/NMWC_OS1.csv",2758,145.5,"MWC","Northern","Open Soil",1,"MWC   Open Soil   1",2019-09-04 12:00:00,"Q",0.51,0.197,0.0200999897969595,NA
"268","2019-09-04T12:55:21+00:00",2019,9,4,13,655,38.4,814.9,32.8,32.9,32.7,6.3e-07,172,2.54e-09,278,7.06e-07,1.97e-09,2.04e-09,1.89e-09,0.867,2.54e-09,2.6e-09,2.48e-09,-2.75e-12,5.91e-11,-6.46e-11,0.9,3.966,4.063,3.87,0,"data/avgP/NMWC_OS1.csv",2758,145.5,"MWC","Northern","Open Soil",1,"MWC   Open Soil   1",2019-09-04 13:00:00,"Q",0.9,0.0964999999999998,0.0243318204740292,NA
"269","2019-09-04T13:55:21+00:00",2019,9,4,14,656,35.6,812.4,30.6,30.6,30.6,6.78e-07,184,1.28e-09,278,3.55e-07,1.28e-09,1.33e-09,1.22e-09,0.915,7.652e-10,8.1e-10,7.2e-10,2.44e-12,4.72e-11,-4.24e-11,0.943,1.992,2.077,1.907,0,"data/avgP/NMWC_OS1.csv",2758,145.5,"MWC","Northern","Open Soil",1,"MWC   Open Soil   1",2019-09-04 14:00:00,"L",0.915,0.085,0.0426706827309237,NA
"270","2019-09-04T14:55:21+00:00",2019,9,4,15,657,37.3,808.3,29.2,29.2,29.2,6.53e-07,159,6.21e-10,278,1.73e-07,6.21e-10,6.88e-10,5.54e-10,0.697,3.478e-10,4.13e-10,2.83e-10,1.31e-12,6.64e-11,-6.38e-11,0.716,0.97,1.074,0.865,0,"data/avgP/NMWC_OS1.csv",2758,145.5,"MWC","Northern","Open Soil",1,"MWC   Open Soil   1",2019-09-04 15:00:00,"L",0.697,0.1045,0.107731958762887,NA
"271","2019-09-04T15:55:21+00:00",2019,9,4,16,658,34.3,807.7,27.8,27.9,27.8,6.26e-07,151,3.57e-10,278,9.91e-08,3.57e-10,4.05e-10,3.09e-10,0.624,1.212e-10,1.67e-10,7.54e-11,1.13e-12,4.69e-11,-4.47e-11,0.659,0.557,0.632,0.482,0,"data/avgP/NMWC_OS1.csv",2758,145.5,"MWC","Northern","Open Soil",1,"MWC   Open Soil   1",2019-09-04 16:00:00,"L",0.624,0.075,0.134649910233393,NA
"272","2019-09-04T16:55:21+00:00",2019,9,4,17,659,33.9,808.9,26.9,26.8,26.9,7.1e-07,156,-4.28e-10,278,-1.19e-07,-4.28e-10,-3.53e-10,-5.03e-10,-6.567,-1.222e-09,-1.17e-09,-1.28e-09,3.8e-12,6.08e-11,-5.32e-11,-3.336,-0.668,-0.551,-0.785,0,"data/avgP/NMWC_OS1.csv",2758,145.5,"MWC","Northern","Open Soil",1,"MWC   Open Soil   1",2019-09-04 17:00:00,"L",-6.567,0.117,0.175149700598802,NA
"273","2019-09-04T17:55:21+00:00",2019,9,4,18,660,31,812.9,26.2,26.2,26.2,6.33e-07,163,6.48e-10,278,1.8e-07,6.48e-10,7.05e-10,5.91e-10,0.78,1.019e-10,1.48e-10,5.56e-11,2.61e-12,4.89e-11,-4.37e-11,0.857,1.012,1.101,0.923,0,"data/avgP/NMWC_OS1.csv",2758,145.5,"MWC","Northern","Open Soil",1,"MWC   Open Soil   1",2019-09-04 18:00:00,"L",0.78,0.089,0.0879446640316205,NA
"274","2019-09-04T18:55:21+00:00",2019,9,4,19,661,22.1,819.7,26.8,26.7,26.9,7.28e-07,180,7.21e-09,278,2.01e-06,5.11e-09,5.24e-09,4.98e-09,0.937,7.215e-09,7.25e-09,7.18e-09,-1.01e-11,2.42e-11,-4.44e-11,0.996,11.267,11.321,11.214,0,"data/avgP/NMWC_OS1.csv",2758,145.5,"MWC","Northern","Open Soil",1,"MWC   Open Soil   1",2019-09-04 19:00:00,"Q",0.996,0.0534999999999997,0.00474838022543709,NA
"275","2019-09-04T19:55:21+00:00",2019,9,4,20,662,18.7,822.4,28.2,28.1,28.3,6.27e-07,158,1e-08,278,2.78e-06,7.06e-09,7.25e-09,6.87e-09,0.929,9.997e-09,1.01e-08,9.94e-09,-1.41e-11,3.92e-11,-6.73e-11,0.994,15.612,15.695,15.529,0,"data/avgP/NMWC_OS1.csv",2758,145.5,"MWC","Northern","Open Soil",1,"MWC   Open Soil   1",2019-09-04 20:00:00,"Q",0.994,0.0830000000000002,0.00531642326415579,NA
"276","2019-09-04T20:55:21+00:00",2019,9,4,21,663,17.4,823.8,30,29.8,30.1,7.9e-07,183,8.29e-09,278,2.31e-06,7.24e-09,7.32e-09,7.17e-09,0.992,8.294e-09,8.33e-09,8.25e-09,-5.04e-12,3.54e-11,-4.55e-11,0.998,12.952,13.015,12.889,0,"data/avgP/NMWC_OS1.csv",2758,145.5,"MWC","Northern","Open Soil",1,"MWC   Open Soil   1",2019-09-04 21:00:00,"Q",0.998,0.0630000000000006,0.00486411365040153,NA
"277","2019-09-04T21:55:21+00:00",2019,9,4,22,664,16.8,824.8,31.8,31.7,31.9,6.72e-07,174,1.1e-08,278,3.06e-06,8.58e-09,8.76e-09,8.41e-09,0.961,1.102e-08,1.11e-08,1.09e-08,-1.17e-11,7.87e-11,-1.02e-10,0.99,17.218,17.359,17.076,0,"data/avgP/NMWC_OS1.csv",2758,145.5,"MWC","Northern","Open Soil",1,"MWC   Open Soil   1",2019-09-04 22:00:00,"Q",0.99,0.141500000000001,0.0082181438029969,NA
"278","2019-09-04T22:55:21+00:00",2019,9,4,23,665,16.5,825.5,33.6,33.5,33.7,7.46e-07,175,9.34e-09,278,2.6e-06,6.44e-09,6.64e-09,6.25e-09,0.901,9.343e-09,9.43e-09,9.26e-09,-1.39e-11,6.8e-11,-9.57e-11,0.983,14.592,14.719,14.464,0,"data/avgP/NMWC_OS1.csv",2758,145.5,"MWC","Northern","Open Soil",1,"MWC   Open Soil   1",2019-09-04 23:00:00,"Q",0.983,0.1275,0.00873766447368418,NA
"279","2019-09-04T23:55:21+00:00",2019,9,5,0,666,16.4,825.5,35.3,35.2,35.4,7.9e-07,183,7.68e-09,278,2.14e-06,7.15e-09,7.21e-09,7.09e-09,0.995,7.68e-09,7.73e-09,7.63e-09,-2.52e-12,4.74e-11,-5.24e-11,0.997,11.994,12.072,11.916,0,"data/avgP/NMWC_OS1.csv",2758,145.5,"MWC","Northern","Open Soil",1,"MWC   Open Soil   1",2019-09-05 00:00:00,"Q",0.997,0.0779999999999994,0.00650325162581286,NA
"280","2019-09-05T00:55:21+00:00",2019,9,5,1,667,16.1,825.4,36.8,36.7,36.9,7.77e-07,188,1.25e-08,278,3.46e-06,1.02e-08,1.04e-08,1e-08,0.979,1.246e-08,1.25e-08,1.24e-08,-1.09e-11,6.83e-11,-9.01e-11,0.995,19.464,19.588,19.341,0,"data/avgP/NMWC_OS1.csv",2758,145.5,"MWC","Northern","Open Soil",1,"MWC   Open Soil   1",2019-09-05 01:00:00,"Q",0.995,0.1235,0.00634504726674887,NA
"281","2019-09-05T01:55:21+00:00",2019,9,5,2,668,15.8,825.2,38,37.9,38.1,7.94e-07,196,1.27e-08,278,3.53e-06,1.01e-08,1.03e-08,9.92e-09,0.974,1.269e-08,1.28e-08,1.26e-08,-1.24e-11,5.78e-11,-8.26e-11,0.996,19.821,19.93,19.711,0,"data/avgP/NMWC_OS1.csv",2758,145.5,"MWC","Northern","Open Soil",1,"MWC   Open Soil   1",2019-09-05 02:00:00,"Q",0.996,0.109500000000001,0.00552444377175726,NA
"282","2019-09-05T02:55:21+00:00",2019,9,5,3,669,15.3,825.3,39,39,39.1,9e-07,208,1.98e-08,278,5.5e-06,1.43e-08,1.47e-08,1.4e-08,0.951,1.977e-08,1.99e-08,1.97e-08,-2.6e-11,5.94e-11,-1.11e-10,0.997,30.876,31.009,30.743,0,"data/avgP/NMWC_OS1.csv",2758,145.5,"MWC","Northern","Open Soil",1,"MWC   Open Soil   1",2019-09-05 03:00:00,"Q",0.997,0.133000000000001,0.00430755279181244,NA
"283","2019-09-05T03:55:21+00:00",2019,9,5,4,670,14.5,825.9,40,39.9,40.1,8.82e-07,200,1.86e-08,278,5.18e-06,1.36e-08,1.39e-08,1.32e-08,0.949,1.865e-08,1.87e-08,1.86e-08,-2.44e-11,6.15e-11,-1.1e-10,0.996,29.121,29.255,28.987,0,"data/avgP/NMWC_OS1.csv",2758,145.5,"MWC","Northern","Open Soil",1,"MWC   Open Soil   1",2019-09-05 04:00:00,"Q",0.996,0.134,0.00460149033343636,NA
"284","2019-09-05T04:55:21+00:00",2019,9,5,5,671,14.1,824.3,41,40.9,41.1,9.01e-07,208,1.36e-08,278,3.78e-06,1.04e-08,1.06e-08,1.02e-08,0.966,1.36e-08,1.37e-08,1.35e-08,-1.53e-11,4.69e-11,-7.75e-11,0.997,21.232,21.329,21.135,0,"data/avgP/NMWC_OS1.csv",2758,145.5,"MWC","Northern","Open Soil",1,"MWC   Open Soil   1",2019-09-05 05:00:00,"Q",0.997,0.0969999999999995,0.00456857573473999,NA
"285","2019-09-05T05:55:21+00:00",2019,9,5,6,672,13.9,813.3,42,41.9,42,8.99e-07,215,1.2e-08,278,3.34e-06,9.53e-09,9.69e-09,9.37e-09,0.976,1.201e-08,1.21e-08,1.2e-08,-1.19e-11,3.78e-11,-6.16e-11,0.998,18.76,18.838,18.683,0,"data/avgP/NMWC_OS1.csv",2758,145.5,"MWC","Northern","Open Soil",1,"MWC   Open Soil   1",2019-09-05 06:00:00,"Q",0.998,0.0775000000000006,0.00413113006396592,NA
"286","2019-09-05T06:55:21+00:00",2019,9,5,7,673,14.5,813.6,43,42.9,43.1,9.11e-07,216,1.17e-08,278,3.24e-06,9.34e-09,9.49e-09,9.18e-09,0.978,1.166e-08,1.17e-08,1.16e-08,-1.11e-11,3.98e-11,-6.2e-11,0.998,18.212,18.291,18.132,0,"data/avgP/NMWC_OS1.csv",2758,145.5,"MWC","Northern","Open Soil",1,"MWC   Open Soil   1",2019-09-05 07:00:00,"Q",0.998,0.0794999999999995,0.00436525367889301,NA
"287","2019-09-05T07:55:21+00:00",2019,9,5,8,674,17.8,816.3,44.1,44.1,44.2,8.52e-07,197,9.96e-09,278,2.77e-06,9.27e-09,9.38e-09,9.16e-09,0.991,9.957e-09,1.01e-08,9.86e-09,-3.29e-12,9.61e-11,-1.03e-10,0.992,15.55,15.705,15.395,0,"data/avgP/NMWC_OS1.csv",2758,145.5,"MWC","Northern","Open Soil",1,"MWC   Open Soil   1",2019-09-05 08:00:00,"Q",0.992,0.155,0.009967845659164,NA
"288","2019-09-05T08:55:21+00:00",2019,9,5,9,675,21.3,821.9,44.5,44.5,44.5,5.93e-07,135,8.66e-09,278,2.41e-06,8.66e-09,8.95e-09,8.37e-09,0.948,4.287e-09,4.39e-09,4.18e-09,2.09e-11,1.24e-10,-8.23e-11,0.993,13.52,13.971,13.069,0,"data/avgP/NMWC_OS1.csv",2758,145.5,"MWC","Northern","Open Soil",1,"MWC   Open Soil   1",2019-09-05 09:00:00,"L",0.948,0.451,0.0333579881656804,NA
"289","2019-09-05T09:55:21+00:00",2019,9,5,10,676,25.5,823.2,43.8,43.8,43.7,6.9e-07,179,5.95e-09,278,1.65e-06,4.46e-09,4.57e-09,4.35e-09,0.945,5.951e-09,6.01e-09,5.89e-09,-7.15e-12,5.39e-11,-6.82e-11,0.983,9.293,9.388,9.198,0,"data/avgP/NMWC_OS1.csv",2758,145.5,"MWC","Northern","Open Soil",1,"MWC   Open Soil   1",2019-09-05 10:00:00,"Q",0.983,0.0949999999999998,0.0102227483051759,NA
"290","2019-09-05T10:55:21+00:00",2019,9,5,11,677,32.1,819.8,40.8,41,40.7,6.11e-07,167,7.12e-09,278,1.98e-06,6.09e-09,6.19e-09,5.99e-09,0.979,7.121e-09,7.2e-09,7.04e-09,-4.95e-12,7.3e-11,-8.29e-11,0.987,11.121,11.242,10.999,0,"data/avgP/NMWC_OS1.csv",2758,145.5,"MWC","Northern","Open Soil",1,"MWC   Open Soil   1",2019-09-05 11:00:00,"Q",0.987,0.1215,0.0109252765039115,NA
"291","2019-09-05T11:55:21+00:00",2019,9,5,12,678,35.5,816.9,37,37.2,36.9,7.16e-07,194,8.97e-09,278,2.49e-06,4.96e-09,5.22e-09,4.7e-09,0.665,8.965e-09,9.04e-09,8.89e-09,-1.92e-11,5.36e-11,-9.2e-11,0.973,14.001,14.115,13.888,0,"data/avgP/NMWC_OS1.csv",2758,145.5,"MWC","Northern","Open Soil",1,"MWC   Open Soil   1",2019-09-05 12:00:00,"Q",0.973,0.1135,0.00810656381687024,NA
"292","2019-09-05T12:55:21+00:00",2019,9,5,13,679,36.1,814.6,33.6,33.6,33.5,6.29e-07,190,5.94e-09,278,1.65e-06,3.8e-09,3.94e-09,3.66e-09,0.865,5.94e-09,5.98e-09,5.9e-09,-1.03e-11,3.2e-11,-5.25e-11,0.988,9.277,9.343,9.211,0,"data/avgP/NMWC_OS1.csv",2758,145.5,"MWC","Northern","Open Soil",1,"MWC   Open Soil   1",2019-09-05 13:00:00,"Q",0.988,0.0659999999999998,0.00711436886924651,NA
"293","2019-09-05T13:55:21+00:00",2019,9,5,14,680,37.8,811.7,30.8,30.9,30.8,6.23e-07,166,1.52e-09,278,4.23e-07,1.42e-09,1.49e-09,1.36e-09,0.854,1.521e-09,1.58e-09,1.46e-09,-4.67e-13,6.19e-11,-6.29e-11,0.855,2.375,2.472,2.277,0,"data/avgP/NMWC_OS1.csv",2758,145.5,"MWC","Northern","Open Soil",1,"MWC   Open Soil   1",2019-09-05 14:00:00,"Q",0.855,0.0974999999999999,0.0410526315789473,NA
"294","2019-09-05T14:55:21+00:00",2019,9,5,15,681,37.7,807.9,28.3,28.4,28.2,3.61e-07,151,4.68e-09,278,1.3e-06,2.75e-09,2.91e-09,2.59e-09,0.387,4.679e-09,4.79e-09,4.57e-09,-9.23e-12,9.76e-11,-1.16e-10,0.727,7.307,7.474,7.14,0,"data/avgP/NMWC_OS1.csv",2758,145.5,"MWC","Northern","Open Soil",1,"MWC   Open Soil   1",2019-09-05 15:00:00,"Q",0.727,0.167,0.0228547967702204,NA
"295","2019-09-05T15:55:21+00:00",2019,9,5,16,682,33.7,807.1,26.6,26.7,26.6,4.81e-07,153,2.51e-09,278,6.99e-07,1.12e-09,1.22e-09,1.02e-09,-1.026,2.513e-09,2.56e-09,2.46e-09,-6.66e-12,4.43e-11,-5.76e-11,0.474,3.924,4.004,3.844,0,"data/avgP/NMWC_OS1.csv",2758,145.5,"MWC","Northern","Open Soil",1,"MWC   Open Soil   1",2019-09-05 16:00:00,"Q",0.474,0.0799999999999998,0.0203873598369011,NA
"296","2019-09-05T16:55:21+00:00",2019,9,5,17,683,32.4,809,26,26,26,5.98e-07,150,7.07e-11,278,1.96e-08,7.07e-11,1.18e-10,2.31e-11,0.095,-1.164e-10,-7.02e-11,-1.63e-10,8.95e-13,4.71e-11,-4.53e-11,0.149,0.11,0.185,0.036,0,"data/avgP/NMWC_OS1.csv",2758,145.5,"MWC","Northern","Open Soil",1,"MWC   Open Soil   1",2019-09-05 17:00:00,"L",0.095,0.0745,0.677272727272727,NA
"297","2019-09-05T17:55:21+00:00",2019,9,5,18,684,24.3,817.4,25.9,25.8,25.9,6.4e-07,146,1.12e-08,278,3.1e-06,9.68e-09,9.79e-09,9.57e-09,0.99,1.116e-08,1.12e-08,1.11e-08,-7.07e-12,4.99e-11,-6.41e-11,0.997,17.423,17.512,17.334,0,"data/avgP/NMWC_OS1.csv",2758,145.5,"MWC","Northern","Open Soil",1,"MWC   Open Soil   1",2019-09-05 18:00:00,"Q",0.997,0.0890000000000004,0.00510819032313611,NA
"298","2019-09-05T18:55:21+00:00",2019,9,5,19,685,18.9,822.6,26.9,26.8,26.9,7.78e-07,153,2.32e-08,278,6.46e-06,1.45e-08,1.5e-08,1.39e-08,0.86,2.325e-08,2.34e-08,2.31e-08,-4.21e-11,7.03e-11,-1.54e-10,0.994,36.306,36.481,36.13,0,"data/avgP/NMWC_OS1.csv",2758,145.5,"MWC","Northern","Open Soil",1,"MWC   Open Soil   1",2019-09-05 19:00:00,"Q",0.994,0.1755,0.00483391175012393,NA
"299","2019-09-05T19:55:21+00:00",2019,9,5,20,686,17.4,824.4,28.5,28.4,28.6,7.3e-07,170,1.99e-08,278,5.53e-06,1.27e-08,1.31e-08,1.22e-08,0.861,1.99e-08,2e-08,1.98e-08,-3.46e-11,4.61e-11,-1.15e-10,0.996,31.077,31.203,30.951,0,"data/avgP/NMWC_OS1.csv",2758,145.5,"MWC","Northern","Open Soil",1,"MWC   Open Soil   1",2019-09-05 20:00:00,"Q",0.996,0.125999999999999,0.00405444540978857,NA
"300","2019-09-05T20:55:21+00:00",2019,9,5,21,687,16.8,825.4,30.3,30.1,30.4,7.03e-07,178,1.78e-08,278,4.94e-06,1.21e-08,1.25e-08,1.17e-08,0.916,1.778e-08,1.78e-08,1.77e-08,-2.72e-11,3.26e-11,-8.7e-11,0.998,27.771,27.865,27.678,0,"data/avgP/NMWC_OS1.csv",2758,145.5,"MWC","Northern","Open Soil",1,"MWC   Open Soil   1",2019-09-05 21:00:00,"Q",0.998,0.0934999999999988,0.00336682150444704,NA
"301","2019-09-05T21:55:21+00:00",2019,9,5,22,688,16.2,826.4,32,31.9,32.1,7.11e-07,172,1.59e-08,278,4.42e-06,1.23e-08,1.25e-08,1.2e-08,0.965,1.591e-08,1.6e-08,1.58e-08,-1.74e-11,1.02e-10,-1.37e-10,0.992,24.85,25.037,24.663,0,"data/avgP/NMWC_OS1.csv",2758,145.5,"MWC","Northern","Open Soil",1,"MWC   Open Soil   1",2019-09-05 22:00:00,"Q",0.992,0.186999999999999,0.00752515090543257,NA
"302","2019-09-05T22:55:21+00:00",2019,9,5,23,689,15.9,827.1,33.8,33.7,33.9,8.76e-07,190,1.03e-08,278,2.85e-06,9.07e-09,9.17e-09,8.98e-09,0.992,1.026e-08,1.03e-08,1.02e-08,-5.66e-12,5.81e-11,-6.95e-11,0.996,16.016,16.116,15.917,0,"data/avgP/NMWC_OS1.csv",2758,145.5,"MWC","Northern","Open Soil",1,"MWC   Open Soil   1",2019-09-05 23:00:00,"Q",0.996,0.0994999999999999,0.00621253746253746,NA
"303","2019-09-05T23:55:21+00:00",2019,9,6,0,690,15.8,819.3,35.5,35.4,35.6,7.91e-07,206,1.26e-08,278,3.5e-06,9.47e-09,9.67e-09,9.27e-09,0.957,1.258e-08,1.27e-08,1.25e-08,-1.49e-11,5.42e-11,-8.4e-11,0.995,19.649,19.757,19.541,0,"data/avgP/NMWC_OS1.csv",2758,145.5,"MWC","Northern","Open Soil",1,"MWC   Open Soil   1",2019-09-06 00:00:00,"Q",0.995,0.108000000000001,0.00549646292432188,NA
"304","2019-09-06T00:55:21+00:00",2019,9,6,1,691,16.4,818.8,37,36.9,37.1,7.67e-07,199,1.7e-08,278,4.73e-06,1.24e-08,1.27e-08,1.21e-08,0.95,1.702e-08,1.71e-08,1.69e-08,-2.21e-11,5.41e-11,-9.82e-11,0.997,26.575,26.694,26.456,0,"data/avgP/NMWC_OS1.csv",2758,145.5,"MWC","Northern","Open Soil",1,"MWC   Open Soil   1",2019-09-06 01:00:00,"Q",0.997,0.119,0.00447789275634994,NA
"305","2019-09-06T01:55:21+00:00",2019,9,6,2,692,15.9,818.9,38.2,38.2,38.3,8.96e-07,207,1.54e-08,278,4.29e-06,1.09e-08,1.12e-08,1.06e-08,0.935,1.541e-08,1.55e-08,1.53e-08,-2.17e-11,4.44e-11,-8.78e-11,0.997,24.073,24.176,23.97,0,"data/avgP/NMWC_OS1.csv",2758,145.5,"MWC","Northern","Open Soil",1,"MWC   Open Soil   1",2019-09-06 02:00:00,"Q",0.997,0.103,0.00427865243218543,NA
"306","2019-09-06T02:55:21+00:00",2019,9,6,3,693,16.2,819.1,39.4,39.3,39.4,7.98e-07,209,1.65e-08,278,4.58e-06,1.35e-08,1.37e-08,1.33e-08,0.983,1.649e-08,1.66e-08,1.64e-08,-1.42e-11,5.86e-11,-8.7e-11,0.998,25.752,25.865,25.638,0,"data/avgP/NMWC_OS1.csv",2758,145.5,"MWC","Northern","Open Soil",1,"MWC   Open Soil   1",2019-09-06 03:00:00,"Q",0.998,0.113499999999998,0.00440742466604529,NA
